GeneID	Iso	ENSID	Symbol	Des
79587	425.1	ENSG00000134905	CARS2	"cysteinyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:25695]"
2631	426.1	ENSG00000146729	NIPSNAP2	nipsnap homolog 2 [Source:HGNC Symbol;Acc:HGNC:4179]
4713	427.1	ENSG00000099795	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7 [Source:HGNC Symbol;Acc:HGNC:7702]
125988	428.1	ENSG00000174917	C19ORF70	chromosome 19 open reading frame 70 [Source:HGNC Symbol;Acc:HGNC:33702]
51022	429.1	ENSG00000023572	GLRX2	glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]
10884	430.1	ENSG00000112996	MRPS30	mitochondrial ribosomal protein S30 [Source:HGNC Symbol;Acc:HGNC:8769]
9997	431.1	ENSG00000130489	SCO2	"SCO2, cytochrome c oxidase assembly protein [Source:HGNC Symbol;Acc:HGNC:10604]"
3028	432.1	ENSG00000072506	HSD17B10	hydroxysteroid 17-beta dehydrogenase 10 [Source:HGNC Symbol;Acc:HGNC:4800]
79731	433.1	ENSG00000137513	NARS2	"asparaginyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:26274]"
285367	434.1	ENSG00000156990	RPUSD3	RNA pseudouridylate synthase domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28437]
6821	435.1	ENSG00000139531	SUOX	sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]
1757	436.1	ENSG00000123453	SARDH	sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536]
10247	437.1	ENSG00000132541	RIDA	reactive intermediate imine deaminase A homolog [Source:HGNC Symbol;Acc:HGNC:16897]
1351	438.1	ENSG00000176340	COX8A	cytochrome c oxidase subunit 8A [Source:HGNC Symbol;Acc:HGNC:2294]
6697	439.1	ENSG00000116096	SPR	"sepiapterin reductase (7,8-dihydrobiopterin:NADP+ oxidoreductase) [Source:HGNC Symbol;Acc:HGNC:11257]"
4358	440.1	ENSG00000115204	MPV17	"MPV17, mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:7224]"
284273	441.1	ENSG00000180011	ZADH2	zinc binding alcohol dehydrogenase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28697]
29074	442.1	ENSG00000112110	MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]
219	443.1	ENSG00000137124	ALDH1B1	aldehyde dehydrogenase 1 family member B1 [Source:HGNC Symbol;Acc:HGNC:407]
118487	444.1	ENSG00000172586	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]
1678	445.1	ENSG00000126953	TIMM8A	translocase of inner mitochondrial membrane 8A [Source:HGNC Symbol;Acc:HGNC:11817]
7419	446.1	ENSG00000078668	VDAC3	voltage dependent anion channel 3 [Source:HGNC Symbol;Acc:HGNC:12674]
29957	447.1	ENSG00000085491	SLC25A24	solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]
51660	448.1	ENSG00000060762	MPC1	mitochondrial pyruvate carrier 1 [Source:HGNC Symbol;Acc:HGNC:21606]
79751	449.1	ENSG00000177542	SLC25A22	solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]
83447	450.1	ENSG00000151475	SLC25A31	solute carrier family 25 member 31 [Source:HGNC Symbol;Acc:HGNC:25319]
83733	451.1	ENSG00000182902	SLC25A18	solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988]
51095	452.1	ENSG00000072756	TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]
3416	453.1	ENSG00000119912	IDE	insulin degrading enzyme [Source:HGNC Symbol;Acc:HGNC:5381]
373156	454.1	ENSG00000197448	GSTK1	glutathione S-transferase kappa 1 [Source:HGNC Symbol;Acc:HGNC:16906]
57176	455.1	ENSG00000137411	VARS2	"valyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21642]"
3336	456.1	ENSG00000115541	HSPE1	heat shock protein family E (Hsp10) member 1 [Source:HGNC Symbol;Acc:HGNC:5269]
116541	457.1	ENSG00000183617	MRPL54	mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]
64978	458.1	ENSG00000204316	MRPL38	mitochondrial ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:14033]
3396	459.1	ENSG00000167862	MRPL58	mitochondrial ribosomal protein L58 [Source:HGNC Symbol;Acc:HGNC:5359]
23787	460.1	ENSG00000137409	MTCH1	mitochondrial carrier 1 [Source:HGNC Symbol;Acc:HGNC:17586]
51499	461.1	ENSG00000170855	TRIAP1	TP53 regulated inhibitor of apoptosis 1 [Source:HGNC Symbol;Acc:HGNC:26937]
55037	462.1	ENSG00000132300	PTCD3	pentatricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:24717]
1352	463.1	ENSG00000006695	COX10	"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:2260]"
8165	464.1	ENSG00000121057	AKAP1	A-kinase anchoring protein 1 [Source:HGNC Symbol;Acc:HGNC:367]
55178	465.1	ENSG00000171861	MRM3	mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]
204	466.1	ENSG00000004455	AK2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]
54968	467.1	ENSG00000175606	TMEM70	transmembrane protein 70 [Source:HGNC Symbol;Acc:HGNC:26050]
84273	468.1	ENSG00000084092	NOA1	nitric oxide associated 1 [Source:HGNC Symbol;Acc:HGNC:28473]
63933	469.1	ENSG00000050393	MCUR1	mitochondrial calcium uniporter regulator 1 [Source:HGNC Symbol;Acc:HGNC:21097]
51522	470.1	ENSG00000111843	TMEM14C	transmembrane protein 14C [Source:HGNC Symbol;Acc:HGNC:20952]
4717	471.1	ENSG00000109390	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1 [Source:HGNC Symbol;Acc:HGNC:7705]
51318	472.1	ENSG00000132313	MRPL35	mitochondrial ribosomal protein L35 [Source:HGNC Symbol;Acc:HGNC:14489]
4696	473.1	ENSG00000170906	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3 [Source:HGNC Symbol;Acc:HGNC:7686]
23590	474.1	ENSG00000148459	PDSS1	decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]
8034	475.1	ENSG00000122912	SLC25A16	solute carrier family 25 member 16 [Source:HGNC Symbol;Acc:HGNC:10986]
154791	476.1	ENSG00000164898	FMC1	formation of mitochondrial complex V assembly factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:26946]
6296	477.1	ENSG00000005187	ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]
137682	478.1	ENSG00000156170	NDUFAF6	NADH:ubiquinone oxidoreductase complex assembly factor 6 [Source:HGNC Symbol;Acc:HGNC:28625]
7350	479.1	ENSG00000109424	UCP1	uncoupling protein 1 [Source:HGNC Symbol;Acc:HGNC:12517]
94081	480.1	ENSG00000164466	SFXN1	sideroflexin 1 [Source:HGNC Symbol;Acc:HGNC:16085]
51218	481.1	ENSG00000182512	GLRX5	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]
138428	482.1	ENSG00000187024	PTRH1	peptidyl-tRNA hydrolase 1 homolog [Source:HGNC Symbol;Acc:HGNC:27039]
64963	483.1	ENSG00000181991	MRPS11	mitochondrial ribosomal protein S11 [Source:HGNC Symbol;Acc:HGNC:14050]
63929	484.1	ENSG00000196236	XPNPEP3	X-prolyl aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:28052]
54704	485.1	ENSG00000164951	PDP1	pyruvate dehyrogenase phosphatase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:9279]
1632	486.1	ENSG00000167969	ECI1	enoyl-CoA delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:2703]
89874	487.1	ENSG00000183032	SLC25A21	solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411]
123096	488.1	ENSG00000197119	SLC25A29	solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]
283130	489.1	ENSG00000162241	SLC25A45	solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442]
57001	490.1	ENSG00000196636	SDHAF3	succinate dehydrogenase complex assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:21752]
51012	491.1	ENSG00000101166	PRELID3B	PRELI domain containing 3B [Source:HGNC Symbol;Acc:HGNC:15892]
51629	492.1	ENSG00000013306	SLC25A39	solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]
4709	493.1	ENSG00000119013	NDUFB3	NADH:ubiquinone oxidoreductase subunit B3 [Source:HGNC Symbol;Acc:HGNC:7698]
25996	494.1	ENSG00000076043	REXO2	RNA exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:17851]
2628	495.1	ENSG00000171766	GATM	glycine amidinotransferase [Source:HGNC Symbol;Acc:HGNC:4175]
26515	496.1	ENSG00000132286	TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]
54938	497.1	ENSG00000104835	SARS2	"seryl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17697]"
55349	498.1	ENSG00000016391	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]
78988	499.1	ENSG00000173141	MRPL57	mitochondrial ribosomal protein L57 [Source:HGNC Symbol;Acc:HGNC:14514]
414919	500.1	ENSG00000213563	C8ORF82	chromosome 8 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:33826]
124454	501.1	ENSG00000103356	EARS2	"glutamyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:29419]"
9380	502.1	ENSG00000137106	GRHPR	glyoxylate and hydroxypyruvate reductase [Source:HGNC Symbol;Acc:HGNC:4570]
123263	503.1	ENSG00000103707	MTFMT	mitochondrial methionyl-tRNA formyltransferase [Source:HGNC Symbol;Acc:HGNC:29666]
79810	504.1	ENSG00000049883	PTCD2	pentatricopeptide repeat domain 2 [Source:HGNC Symbol;Acc:HGNC:25734]
55862	505.1	ENSG00000093144	ECHDC1	ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
23438	506.1	ENSG00000112855	HARS2	"histidyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:4817]"
4697	507.1	ENSG00000189043	NDUFA4	"NDUFA4, mitochondrial complex associated [Source:HGNC Symbol;Acc:HGNC:7687]"
51079	508.1	ENSG00000186010	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]
128240	509.1	ENSG00000163382	NAXE	NAD(P)HX epimerase [Source:HGNC Symbol;Acc:HGNC:18453]
8834	510.1	ENSG00000178307	TMEM11	transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]
83642	511.1	ENSG00000073169	SELENOO	selenoprotein O [Source:HGNC Symbol;Acc:HGNC:30395]
162417	512.1	ENSG00000161653	NAGS	N-acetylglutamate synthase [Source:HGNC Symbol;Acc:HGNC:17996]
3295	513.1	ENSG00000133835	HSD17B4	hydroxysteroid 17-beta dehydrogenase 4 [Source:HGNC Symbol;Acc:HGNC:5213]
55471	514.1	ENSG00000003509	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]
4942	515.1	ENSG00000065154	OAT	ornithine aminotransferase [Source:HGNC Symbol;Acc:HGNC:8091]
54534	516.1	ENSG00000136897	MRPL50	mitochondrial ribosomal protein L50 [Source:HGNC Symbol;Acc:HGNC:16654]
1349	517.1	ENSG00000131174	COX7B	cytochrome c oxidase subunit 7B [Source:HGNC Symbol;Acc:HGNC:2291]
57038	518.1	ENSG00000146282	RARS2	"arginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21406]"
339229	519.1	ENSG00000204237	OXLD1	oxidoreductase like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27901]
51110	520.1	ENSG00000147592	LACTB2	lactamase beta 2 [Source:HGNC Symbol;Acc:HGNC:18512]
126328	521.1	ENSG00000174886	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11 [Source:HGNC Symbol;Acc:HGNC:20371]
54998	522.1	ENSG00000175756	AURKAIP1	aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]
79145	523.1	ENSG00000170791	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:HGNC:28314]
6472	524.1	ENSG00000182199	SHMT2	serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]
10797	525.1	ENSG00000065911	MTHFD2	"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:7434]"
51115	526.1	ENSG00000176623	RMDN1	regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]
1373	527.1	ENSG00000021826	CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]
64928	528.1	ENSG00000180992	MRPL14	mitochondrial ribosomal protein L14 [Source:HGNC Symbol;Acc:HGNC:14279]
51250	529.1	ENSG00000130349	C6ORF203	chromosome 6 open reading frame 203 [Source:HGNC Symbol;Acc:HGNC:17971]
112724	530.1	ENSG00000160439	RDH13	retinol dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:19978]
79979	531.1	ENSG00000188917	TRMT2B	tRNA methyltransferase 2 homolog B [Source:HGNC Symbol;Acc:HGNC:25748]
64951	532.1	ENSG00000062582	MRPS24	mitochondrial ribosomal protein S24 [Source:HGNC Symbol;Acc:HGNC:14510]
28958	533.1	ENSG00000183978	COA3	cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990]
2936	534.1	ENSG00000104687	GSR	glutathione-disulfide reductase [Source:HGNC Symbol;Acc:HGNC:4623]
2021	535.1	ENSG00000167136	ENDOG	endonuclease G [Source:HGNC Symbol;Acc:HGNC:3346]
587	536.1	ENSG00000105552	BCAT2	branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977]
79736	537.1	ENSG00000172171	TEFM	"transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]"
80221	538.1	ENSG00000167107	ACSF2	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
55687	539.1	ENSG00000100416	TRMU	tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:HGNC Symbol;Acc:HGNC:25481]
56945	540.1	ENSG00000175110	MRPS22	mitochondrial ribosomal protein S22 [Source:HGNC Symbol;Acc:HGNC:14508]
51056	541.1	ENSG00000002549	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]
2746	542.1	ENSG00000148672	GLUD1	glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]
3155	543.1	ENSG00000117305	HMGCL	3-hydroxymethyl-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]
2272	544.1	ENSG00000189283	FHIT	fragile histidine triad [Source:HGNC Symbol;Acc:HGNC:3701]
51650	545.1	ENSG00000090263	MRPS33	mitochondrial ribosomal protein S33 [Source:HGNC Symbol;Acc:HGNC:16634]
80224	546.1	ENSG00000151413	NUBPL	nucleotide binding protein like [Source:HGNC Symbol;Acc:HGNC:20278]
57226	547.1	ENSG00000083099	LYRM2	LYR motif containing 2 [Source:HGNC Symbol;Acc:HGNC:25229]
255027	548.1	ENSG00000156968	MPV17L	MPV17 mitochondrial inner membrane protein like [Source:HGNC Symbol;Acc:HGNC:26827]
90480	549.1	ENSG00000179271	GADD45GIP1	GADD45G interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29996]
7019	550.1	ENSG00000108064	TFAM	"transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]"
5832	551.1	ENSG00000059573	ALDH18A1	aldehyde dehydrogenase 18 family member A1 [Source:HGNC Symbol;Acc:HGNC:9722]
54995	552.1	ENSG00000151093	OXSM	"3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]"
56267	553.1	ENSG00000137944	KYAT3	kynurenine aminotransferase 3 [Source:HGNC Symbol;Acc:HGNC:33238]
80222	554.1	ENSG00000143374	TARS2	"threonyl-tRNA synthetase 2, mitochondrial (putative) [Source:HGNC Symbol;Acc:HGNC:30740]"
9238	555.1	ENSG00000136270	TBRG4	transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]
157378	556.1	ENSG00000164983	TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]
140823	557.1	ENSG00000125995	ROMO1	reactive oxygen species modulator 1 [Source:HGNC Symbol;Acc:HGNC:16185]
25824	558.1	ENSG00000126432	PRDX5	peroxiredoxin 5 [Source:HGNC Symbol;Acc:HGNC:9355]
29103	559.1	ENSG00000120675	DNAJC15	DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325]
79568	560.1	ENSG00000162972	MAIP1	matrix AAA peptidase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:26198]
25994	561.1	ENSG00000181061	HIGD1A	HIG1 hypoxia inducible domain family member 1A [Source:HGNC Symbol;Acc:HGNC:29527]
283951	562.1	ENSG00000174109	C16ORF91	chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]
89941	563.1	ENSG00000140983	RHOT2	ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]
9673	564.1	ENSG00000160785	SLC25A44	solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]
51179	565.1	ENSG00000116882	HAO2	hydroxyacid oxidase 2 [Source:HGNC Symbol;Acc:HGNC:4810]
5018	566.1	ENSG00000155463	OXA1L	"OXA1L, mitochondrial inner membrane protein [Source:HGNC Symbol;Acc:HGNC:8526]"
91137	567.1	ENSG00000164209	SLC25A46	solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]
57665	568.1	ENSG00000240857	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:19979]
9556	569.1	ENSG00000156411	C14ORF2	chromosome 14 open reading frame 2 [Source:HGNC Symbol;Acc:HGNC:1188]
11238	570.1	ENSG00000169239	CA5B	carbonic anhydrase 5B [Source:HGNC Symbol;Acc:HGNC:1378]
80347	571.1	ENSG00000068120	COASY	Coenzyme A synthase [Source:HGNC Symbol;Acc:HGNC:29932]
284106	572.1	ENSG00000277972	CISD3	CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578]
2954	573.1	ENSG00000100577	GSTZ1	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]
125965	574.1	ENSG00000160471	COX6B2	cytochrome c oxidase subunit 6B2 [Source:HGNC Symbol;Acc:HGNC:24380]
51031	575.1	ENSG00000167699	GLOD4	glyoxalase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:14111]
30	576.1	ENSG00000060971	ACAA1	acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]
54677	577.1	ENSG00000005469	CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]
64146	578.1	ENSG00000258429	PDF	peptide deformylase (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:30012]
90639	579.1	ENSG00000240230	COX19	"COX19, cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:28074]"
275	580.1	ENSG00000145020	AMT	aminomethyltransferase [Source:HGNC Symbol;Acc:HGNC:473]
55066	581.1	ENSG00000090857	PDPR	pyruvate dehydrogenase phosphatase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:30264]
57486	582.1	ENSG00000123213	NLN	neurolysin [Source:HGNC Symbol;Acc:HGNC:16058]
51027	583.1	ENSG00000178096	BOLA1	bolA family member 1 [Source:HGNC Symbol;Acc:HGNC:24263]
212	584.1	ENSG00000158578	ALAS2	5'-aminolevulinate synthase 2 [Source:HGNC Symbol;Acc:HGNC:397]
134266	585.1	ENSG00000164284	GRPEL2	"GrpE like 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21060]"
501	586.1	ENSG00000164904	ALDH7A1	aldehyde dehydrogenase 7 family member A1 [Source:HGNC Symbol;Acc:HGNC:877]
27440	587.1	ENSG00000069998	HDHD5	haloacid dehalogenase like hydrolase domain containing 5 [Source:HGNC Symbol;Acc:HGNC:1843]
2671	588.1	ENSG00000127554	GFER	"growth factor, augmenter of liver regeneration [Source:HGNC Symbol;Acc:HGNC:4236]"
83943	589.1	ENSG00000184903	IMMP2L	inner mitochondrial membrane peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:14598]
84701	590.1	ENSG00000131055	COX4I2	cytochrome c oxidase subunit 4I2 [Source:HGNC Symbol;Acc:HGNC:16232]
54148	591.1	ENSG00000154719	MRPL39	mitochondrial ribosomal protein L39 [Source:HGNC Symbol;Acc:HGNC:14027]
51166	592.1	ENSG00000109576	AADAT	aminoadipate aminotransferase [Source:HGNC Symbol;Acc:HGNC:17929]
65991	593.1	ENSG00000165775	FUNDC2	FUN14 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24925]
10434	594.1	ENSG00000120992	LYPLA1	lysophospholipase I [Source:HGNC Symbol;Acc:HGNC:6737]
5161	595.1	ENSG00000163114	PDHA2	pyruvate dehydrogenase alpha 2 [Source:HGNC Symbol;Acc:HGNC:8807]
54516	596.1	ENSG00000112031	MTRF1L	mitochondrial translational release factor 1 like [Source:HGNC Symbol;Acc:HGNC:21051]
84705	597.1	ENSG00000130299	GTPBP3	GTP binding protein 3 (mitochondrial) [Source:HGNC Symbol;Acc:HGNC:14880]
441024	598.1	ENSG00000163738	MTHFD2L	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2 like [Source:HGNC Symbol;Acc:HGNC:31865]
10730	599.1	ENSG00000136758	YME1L1	YME1 like 1 ATPase [Source:HGNC Symbol;Acc:HGNC:12843]
10965	600.1	ENSG00000119673	ACOT2	acyl-CoA thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:18431]
84334	601.1	ENSG00000256053	APOPT1	"apoptogenic 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:20492]"
326625	602.1	ENSG00000139428	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type [Source:HGNC Symbol;Acc:HGNC:19331]
5498	603.1	ENSG00000143224	PPOX	protoporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:9280]
5825	604.1	ENSG00000117528	ABCD3	ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]
23410	605.1	ENSG00000142082	SIRT3	sirtuin 3 [Source:HGNC Symbol;Acc:HGNC:14931]
197257	606.1	ENSG00000166816	LDHD	lactate dehydrogenase D [Source:HGNC Symbol;Acc:HGNC:19708]
84311	607.1	ENSG00000278845	MRPL45	mitochondrial ribosomal protein L45 [Source:HGNC Symbol;Acc:HGNC:16651]
91574	608.1	ENSG00000130921	C12ORF65	chromosome 12 open reading frame 65 [Source:HGNC Symbol;Acc:HGNC:26784]
196294	609.1	ENSG00000148950	IMMP1L	inner mitochondrial membrane peptidase subunit 1 [Source:HGNC Symbol;Acc:HGNC:26317]
5428	610.1	ENSG00000140521	POLG	"DNA polymerase gamma, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9179]"
64756	611.1	ENSG00000123472	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803]
2647	612.1	ENSG00000135441	BLOC1S1	biogenesis of lysosomal organelles complex 1 subunit 1 [Source:HGNC Symbol;Acc:HGNC:4200]
160428	613.1	ENSG00000136010	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:HGNC Symbol;Acc:HGNC:26777]
285521	614.1	ENSG00000163626	COX18	"COX18, cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:26801]"
1371	615.1	ENSG00000080819	CPOX	coproporphyrinogen oxidase [Source:HGNC Symbol;Acc:HGNC:2321]
23530	616.1	ENSG00000112992	NNT	nicotinamide nucleotide transhydrogenase [Source:HGNC Symbol;Acc:HGNC:7863]
284184	617.1	ENSG00000224877	NDUFAF8	NADH:ubiquinone oxidoreductase complex assembly factor 8 [Source:HGNC Symbol;Acc:HGNC:33551]
91419	618.1	ENSG00000166896	ATP23	ATP23 metallopeptidase and ATP synthase assembly factor homolog [Source:HGNC Symbol;Acc:HGNC:29452]
79877	619.1	ENSG00000172992	DCAKD	dephospho-CoA kinase domain containing [Source:HGNC Symbol;Acc:HGNC:26238]
9551	620.1	ENSG00000241468	ATP5J2	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2 [Source:HGNC Symbol;Acc:HGNC:848]"
6566	621.1	ENSG00000155380	SLC16A1	solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]
81855	622.1	ENSG00000107819	SFXN3	sideroflexin 3 [Source:HGNC Symbol;Acc:HGNC:16087]
83752	623.1	ENSG00000102910	LONP2	"lon peptidase 2, peroxisomal [Source:HGNC Symbol;Acc:HGNC:20598]"
10157	624.1	ENSG00000008311	AASS	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
56616	625.1	ENSG00000184047	DIABLO	diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]
341947	626.1	ENSG00000187581	COX8C	cytochrome c oxidase subunit 8C [Source:HGNC Symbol;Acc:HGNC:24382]
5827	627.1	ENSG00000176894	PXMP2	peroxisomal membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:9716]
64902	628.1	ENSG00000113492	AGXT2	alanine--glyoxylate aminotransferase 2 [Source:HGNC Symbol;Acc:HGNC:14412]
27165	629.1	ENSG00000135423	GLS2	glutaminase 2 [Source:HGNC Symbol;Acc:HGNC:29570]
79135	630.1	ENSG00000184831	APOO	apolipoprotein O [Source:HGNC Symbol;Acc:HGNC:28727]
84129	631.1	ENSG00000240303	ACAD11	acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]
401207	632.1	ENSG00000164241	C5ORF63	chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:HGNC:40051]
112817	633.1	ENSG00000241935	HOGA1	4-hydroxy-2-oxoglutarate aldolase 1 [Source:HGNC Symbol;Acc:HGNC:25155]
54902	634.1	ENSG00000011295	TTC19	tetratricopeptide repeat domain 19 [Source:HGNC Symbol;Acc:HGNC:26006]
51335	635.1	ENSG00000182768	NGRN	"neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]"
285343	636.1	ENSG00000179152	TCAIM	"T-cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]"
2653	637.1	ENSG00000140905	GCSH	glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]
23408	638.1	ENSG00000124523	SIRT5	sirtuin 5 [Source:HGNC Symbol;Acc:HGNC:14933]
84706	639.1	ENSG00000166123	GPT2	glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]
